CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
1611430122689,0604740,12792,Closed,Alameda,Berkeley Unified,REALM Charter Middle,1222 University Avenue,1222 University Ave.,Berkeley,94702-2026,CA,1222 University Avenue,1222 University Ave.,Berkeley,94702-2026,CA,No Data,No Data,No Data,Information Not Available,08/30/2011,06/30/2018,Y,1254,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.869147,-122.28807,No Data,No Data,07/03/2018,No Data
1611430122697,0604740,12715,Closed,Alameda,Berkeley Unified,REALM Charter High,2023 Eighth Street,2023 Eighth St.,Berkeley,94710-2026,CA,2023 Eighth Street,2023 Eighth St.,Berkeley,94710-2026,CA,No Data,No Data,No Data,Information Not Available,08/30/2011,08/21/2018,Y,1255,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.867479,-122.29492,No Data,No Data,11/08/2018,No Data
1611430122804,0604740,12843,Active,Alameda,Berkeley Unified,Berkeley Special Education Preschool,2020 Bonar Street,2020 Bonar St.,Berkeley,94702-1793,CA,2020 Bonar Street,2020 Bonar St.,Berkeley,94702-1793,CA,(510) 644-6120,No Data,(510) 644-6211,www.berkeley.net,09/02/2009,No Data,N,No Data,No Data,54,Unified School District,08,Preschool,SPEC,Special Education School,ELEM,Elementary,P,K,N,No Data,N,No Data,37.869165,-122.28842,Shawn,Mansager,04/22/2025,No Data
1611430131078,0604740,13623,Active,Alameda,Berkeley Unified,Berkeley Adult,1939 Ward Street,1939 Ward St.,Berkeley,94703,CA,1939 Ward Street,1939 Ward St.,Berkeley,94703,CA,(510) 644-6130,No Data,(510) 644-6784,www.bas.berkeley.net,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,N,No Data,N,No Data,37.859274,-122.26982,Thomas,Reid,08/20/2024,No Data
1611430131177,0604740,00432,Active,Alameda,Berkeley Unified,Berkeley High,1980 Allston Way,1980 Allston Way,Berkeley,94704-1463,CA,1980 Allston Way,1980 Allston Way,Berkeley,94704-1463,CA,(510) 644-6120,No Data,(510) 548-4221,http://bhs.berkeleyschools.net/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.868913,-122.27120,Juan,Raygoza,08/13/2020,Y
1611430131219,0604740,No Data,Closed,Alameda,Berkeley Unified,"West Campus, Berkeley High",1222 University Avenue,1222 University Ave.,Berkeley,94702,CA,1222 University Avenue,1222 University Ave.,Berkeley,94702,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,66,High Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611430134924,0604740,11300,Active,Alameda,Berkeley Unified,Berkeley Technology Academy,2701 Martin Luther King Junior Way,2701 Martin Luther King Jr. Way,Berkeley,94704-2165,CA,2701 Martin Luther King Junior Way,2701 Martin Luther King Jr. Way,Berkeley,94704-2165,CA,(510) 644-6159,No Data,(510) 644-4597,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,10-12,11-12,N,N,N,No Data,37.859740,-122.27171,Vincent,Toan,07/22/2025,N
1611430138552,0604740,14246,Closed,Alameda,Berkeley Unified,REALM Charter,2023 Eighth Street,2023 Eighth St.,Berkeley,94710-2026,CA,2023 Eighth Street,2023 Eighth St.,Berkeley,94710,CA,No Data,No Data,No Data,Information Not Available,08/22/2018,06/30/2019,Y,1255,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,N,0602158,37.867407,-122.29489,No Data,No Data,07/09/2019,N
1611430141655,0604740,14650,Active,Alameda,Berkeley Unified,Berkeley Independent Study K-8,2701 Martin Luther King Jr Way,2701 Martin Luther King Jr Way,Berkeley,94703-2165,CA,2701 Martin Luther King Jr Way,2701 Martin Luther King Jr Way,Berkeley,94703-2165,CA,(510) 644-6159,No Data,No Data,http://berkeleyindependentstudy.wordpress.com/,08/15/2022,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEM,Elementary,K-8,1-8,C,N,N,No Data,37.859409,-122.27057,Vincent,Toan,07/22/2025,N
1611436056857,0604740,00443,Active,Alameda,Berkeley Unified,Martin Luther King Middle,1781 Rose Street,1781 Rose St.,Berkeley,94703-1048,CA,1781 Rose Street,1781 Rose St.,Berkeley,94703-1048,CA,(510) 644-6280,No Data,(510) 644-8783,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.881113,-122.27700,Michael Tison,Yee,05/23/2025,N
1611436056865,0604740,07267,Active,Alameda,Berkeley Unified,Willard Middle,2425 Stuart Street,2425 Stuart St.,Berkeley,94705-1209,CA,2425 Stuart Street,2425 Stuart St.,Berkeley,94705-1209,CA,(510) 644-6330,No Data,(510) 548-4219,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,37.859666,-122.25862,Laurie,Clark,07/22/2025,N
1611436068142,0604740,No Data,Closed,Alameda,Berkeley Unified,King Educational Center,1810 Hopkins Street,1810 Hopkins St.,Berkeley,94707,CA,1810 Hopkins Street,1810 Hopkins St.,Berkeley,94707,CA,No Data,No Data,No Data,No Data,07/01/1980,03/25/1987,N,No Data,No Data,54,Unified School District,09,Special Education Schools (Public),No Data,No Data,HS,High School,8-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436069603,0604740,No Data,Closed,Alameda,Berkeley Unified,Home Teaching,1809 Fairview,1809 Fairview,Berkeley,94703,CA,1809 Fairview,1809 Fairview,Berkeley,94703,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436069611,0604740,No Data,Closed,Alameda,Berkeley Unified,Pregnant Minors Program,Bungalow B,Bungalow B,Berkeley,94704,CA,2314 Bancroft Way,2314 Bancroft Way,Berkeley,94704,CA,No Data,No Data,No Data,No Data,07/01/1980,11/30/1988,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,No Data,No Data,HS,High School,8-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436090187,0604740,06865,Active,Alameda,Berkeley Unified,Rosa Parks Environmental Science,920 Allston Way,920 Allston Way,Berkeley,94710-2389,CA,920 Allston Way,920 Allston Way,Berkeley,94710-2389,CA,(510) 644-8812,No Data,(510) 883-6986,No Data,09/01/1997,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.865652,-122.29471,Holen,Robie,07/22/2025,N
1611436090195,0604740,06895,Active,Alameda,Berkeley Unified,Cragmont Elementary,830 Regal Road,830 Regal Rd.,Berkeley,94708-1308,CA,830 Regal Road,830 Regal Rd.,Berkeley,94708-1308,CA,(510) 644-8810,No Data,(510) 644-7717,No Data,09/01/1997,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.892673,-122.26355,Rachel,Porzig,07/22/2025,N
1611436090203,0604740,No Data,Closed,Alameda,Berkeley Unified,Tilden Primary,499 Spruce Street,499 Spruce St.,Berkeley,94707,CA,499 Spruce Street,499 Spruce St.,Berkeley,94707,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436090211,0604740,00436,Active,Alameda,Berkeley Unified,Emerson Elementary,2800 Forest Avenue,2800 Forest Ave.,Berkeley,94705-1309,CA,2800 Forest Avenue,2800 Forest Ave.,Berkeley,94705-1309,CA,(510) 644-6890,No Data,(510) 644-7758,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.861490,-122.25111,Jana,Holmes,02/09/2023,N
1611436090229,0604740,07938,Closed,Alameda,Berkeley Unified,Franklin Elementary,1150 Virginia Street,1150 Virginia St.,Berkeley,94702-1323,CA,1150 Virginia Street,1150 Virginia St.,Berkeley,94720-1309,CA,No Data,No Data,No Data,No Data,11/26/1990,06/01/2002,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,K-5,K-6,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,01/30/2009,No Data
1611436090237,0604740,No Data,Closed,Alameda,Berkeley Unified,Hillside Primary,1581 Leroy Avenue,1581 Leroy Ave.,Berkeley,94708,CA,1581 Leroy Avenue,1581 Leroy Ave.,Berkeley,94708,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436090245,0604740,No Data,Closed,Alameda,Berkeley Unified,Grizzly Peak Primary,40 Whitaker Avenue,40 Whitaker Ave.,Berkeley,94708,CA,40 Whitaker Avenue,40 Whitaker Ave.,Berkeley,94708,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436090252,0604740,00441,Active,Alameda,Berkeley Unified,Ruth Acty Elementary,1465 Acton Street,1465 Acton St.,Berkeley,94702-1217,CA,1465 Acton Street,1465 Acton St.,Berkeley,94702-1217,CA,(510) 644-6298,No Data,(510) 644-6984,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.878938,-122.28510,Mary,Cazden,10/29/2024,N
1611436090260,0604740,No Data,Closed,Alameda,Berkeley Unified,Muir Model School,2955 Claremont Avenue,2955 Claremont Ave.,Berkeley,94705,CA,2955 Claremont Avenue,2955 Claremont Ave.,Berkeley,94705,CA,No Data,No Data,No Data,No Data,07/01/1980,03/06/1985,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436090278,0604740,00445,Active,Alameda,Berkeley Unified,Sylvia Mendez Elementary,2840 Ellsworth Street,2840 Ellsworth St.,Berkeley,94705-1029,CA,2840 Ellsworth Street,2840 Ellsworth St.,Berkeley,94705-1029,CA,(510) 644-6290,No Data,(510) 644-7767,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.858258,-122.26170,Maria,Carriedo,08/02/2023,Y
1611436090286,0604740,00447,Active,Alameda,Berkeley Unified,Malcolm X Elementary,1731 Prince Street,1731 Prince St.,Berkeley,94703-2464,CA,1731 Prince Street,1731 Prince St.,Berkeley,94703-2464,CA,(510) 644-6313,No Data,(510) 644-6297,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.852200,-122.27373,Alex,Hunt,02/09/2023,N
1611436090294,0604740,00446,Active,Alameda,Berkeley Unified,Longfellow Arts and Technology Middle,1701 San Pablo Avenue,1701 San Pablo Ave.,Berkeley,94702-1380,CA,1701 San Pablo Avenue,1701 San Pablo Ave.,Berkeley,94702-1380,CA,(510) 644-6360,No Data,(510) 644-8707,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,Y,N,No Data,37.872727,-122.29304,Salita,Mitchell,05/23/2025,N
1611436090302,0604740,00448,Active,Alameda,Berkeley Unified,Oxford Elementary at West Campus,1222 University Avenue,1222 University Ave.,Berkeley,94702-1766,CA,1222 University Avenue,1222 University Ave.,Berkeley,94702-1766,CA,(510) 644-6300,No Data,(510) 644-4869,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.869063,-122.28851,Elizabeth,Cornwell,07/18/2023,N
1611436090310,0604740,00450,Active,Alameda,Berkeley Unified,Thousand Oaks Elementary,840 Colusa Avenue,840 Colusa Ave.,Berkeley,94707-1858,CA,840 Colusa Avenue,840 Colusa Ave.,Berkeley,94707-1858,CA,(510) 644-6368,No Data,(510) 644-4825,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.893082,-122.28040,Gabriel,Fredman,06/14/2024,N
1611436090328,0604740,00452,Active,Alameda,Berkeley Unified,Washington Elementary,2300 Martin Luther King Junior Way,2300 Martin Luther King Jr. Way,Berkeley,94704-1412,CA,2300 Martin Luther King Junior Way,2300 Martin Luther King Jr. Way,Berkeley,94704-1412,CA,(510) 644-6310,No Data,(510) 644-7718,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.866959,-122.27257,Joshua,Heideman,07/18/2023,N
1611436090336,0604740,No Data,Closed,Alameda,Berkeley Unified,Whittier Primary,1645 Milvia Street,1645 Milvia St.,Berkeley,94709,CA,1645 Milvia Street,1645 Milvia St.,Berkeley,94709,CA,No Data,No Data,No Data,No Data,07/01/1980,09/26/1984,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436096077,0604740,No Data,Closed,Alameda,Berkeley Unified,Kilimanjaro,830 Regal Road,830 Regal Rd.,Berkeley,94708,CA,830 Regal Road,830 Regal Rd.,Berkeley,94708,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,66,High Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436097729,0604740,00431,Active,Alameda,Berkeley Unified,Berkeley Arts Magnet at Whittier,2015 Virginia Street,2015 Virginia St.,Berkeley,94709-2073,CA,2015 Virginia Street,2015 Virginia St.,Berkeley,94709-2073,CA,(510) 644-6225,No Data,(510) 644-6265,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,37.876876,-122.27052,Rene,Molina,04/22/2025,N
1611436101042,0604740,No Data,Closed,Alameda,Berkeley Unified,Berkeley Alternative Jr. High,2425 Stuart Street,2425 Stuart St.,Berkeley,94705,CA,2425 Stuart Street,2425 Stuart St.,Berkeley,94705,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,64,Junior High Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611436105316,0604740,08119,Active,Alameda,Berkeley Unified,John Muir Elementary,2955 Claremont Avenue,2955 Claremont Ave.,Berkeley,94705-2449,CA,2955 Claremont Avenue,2955 Claremont Ave.,Berkeley,94705-2449,CA,(510) 644-6410,No Data,(510) 644-8643,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.857194,-122.24593,Jeremy,Furlan,02/09/2023,N
1611439007139,0604740,No Data,Merged,Alameda,Berkeley Unified,Franklin Parent Nursery,1460 Eighth Street,1460 Eighth St.,Berkeley,94703,CA,1460 Eighth Street,1460 Eighth St.,Berkeley,94703,CA,No Data,No Data,No Data,No Data,07/01/1980,11/24/1999,N,No Data,No Data,54,Unified School District,08,Preschool,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,05/11/2000,No Data
1611439011354,0604740,No Data,Merged,Alameda,Berkeley Unified,Longfellow Parent Nursery,1522 Ward Street,1522 Ward St.,Berkeley,94705,CA,1522 Ward Street,1522 Ward St.,Berkeley,94705,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,08,Preschool,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611439011362,0604740,No Data,Merged,Alameda,Berkeley Unified,UC Child Study Parent Nursery,2425 Atherton,2425 Atherton,Berkeley,94705,CA,2425 Atherton,2425 Atherton,Berkeley,94705,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,08,Preschool,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611500000000,0607800,No Data,Active,Alameda,Castro Valley Unified,No Data,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546-0146,CA,PO Box 2146,PO Box 2146,Castro Valley,94546-0146,CA,(510) 537-3000,1240,No Data,www.cv.k12.ca.us,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,37.707693,-122.07038,Nia,Rashidchi,07/14/2025,No Data
1611500102194,0607800,11357,Closed,Alameda,Castro Valley Unified,Redwood Alternative High,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546,CA,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,08/27/2003,06/30/2010,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,No Data,No Data,N,No Data,37.712800,-122.09305,No Data,No Data,07/02/2013,No Data
1611500118216,0607800,12607,Active,Alameda,Castro Valley Unified,Alma Preschool,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546-3104,CA,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546-3104,CA,(510) 537-3000,1200,(510) 537-1403,www.cv.k12.ca.us,09/02/2008,No Data,N,No Data,No Data,54,Unified School District,08,Preschool,TRAD,Traditional,PS,Preschool,P,No Data,N,No Data,N,No Data,37.707693,-122.07038,Jennifer,Tomita,12/04/2024,No Data
1611500130039,0607800,13206,Active,Alameda,Castro Valley Unified,Castro Valley Adult and Career Education,4430 Alma Avenue,4430 Alma Ave.,Castro Valley,94546-4704,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 886-1000,No Data,(510) 537-8537,www.cvadult.org,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,A,Adult,Adult,No Data,C,No Data,N,No Data,37.708006,-122.07118,Beth,Cutter,08/04/2020,No Data
1611500130047,0607800,00750,Active,Alameda,Castro Valley Unified,Roy A. Johnson High,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-0146,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 537-3000,1311,(510) 537-1403,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,09,Special Education Schools (Public),SPEC,Special Education School,HS,High School,9-12,12,N,N,N,No Data,37.713501,-122.09222,Kenneth,Kahn,02/09/2023,N
1611500130195,0607800,No Data,Closed,Alameda,Castro Valley Unified,Redwood Adult Center,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546,CA,4400 Alma Avenue,4400 Alma Ave.,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611500132209,0607800,No Data,Closed,Alameda,Castro Valley Unified,Castro Valley Evening High Sch,19400 Santa Maria Avenue,19400 Santa Maria Ave.,Castro Valley,94546,CA,19400 Santa Maria Avenue,19400 Santa Maria Ave.,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611500132225,0607800,00742,Active,Alameda,Castro Valley Unified,Castro Valley High,19400 Santa Maria Avenue,19400 Santa Maria Ave.,Castro Valley,94546-3400,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 537-5910,No Data,(510) 582-3924,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,37.705184,-122.07847,Christopher,Fortenberry,02/09/2023,N
1611500133876,0607800,14010,Active,Alameda,Castro Valley Unified,Castro Valley Virtual Academy,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-2020,CA,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-2020,CA,(510) 537-3193,No Data,(510) 247-3397,www.cv.k12.ca.us,07/01/2016,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,HS,High School,K-12,9-12,V,N,N,No Data,37.713501,-122.09222,Kenneth,Kahn,02/09/2023,N
1611500135533,0607800,00744,Active,Alameda,Castro Valley Unified,Redwood Continuation High,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-0146,CA,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546-0146,CA,(510) 537-3193,No Data,(510) 247-3397,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,C,N,N,No Data,37.712800,-122.09305,Kenneth,Kahn,02/09/2023,N
1611506090344,0607800,No Data,Closed,Alameda,Castro Valley Unified,A. B. Morris Intermediate,3310 Barlow Drive,3310 Barlow Dr.,Castro Valley,94546,CA,3310 Barlow Drive,3310 Barlow Dr.,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611506090351,0607800,00741,Active,Alameda,Castro Valley Unified,Castro Valley Elementary,20185 San Miguel Avenue,20185 San Miguel Ave.,Castro Valley,94546-0146,CA,PO Box 2146,PO Box 2146,Castro Valley,94546-0146,CA,(510) 537-1919,No Data,(510) 537-9892,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.698047,-122.08102,Elizabeth,Contreras,08/30/2023,N
1611506090369,0607800,07661,Active,Alameda,Castro Valley Unified,Chabot Elementary,19104 Lake Chabot Road,19104 Lake Chabot Rd.,Castro Valley,94546-2936,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 537-2342,No Data,(510) 537-9418,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.707084,-122.09012,Delnaz,Hosseini,02/09/2023,N
1611506090377,0607800,No Data,Closed,Alameda,Castro Valley Unified,Clifton Elementary,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546,CA,18400 Clifton Way,18400 Clifton Way,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
1611506090385,0607800,06909,Active,Alameda,Castro Valley Unified,Creekside Middle,19722 Center Street,19722 Center St.,Castro Valley,94546-4704,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 247-0665,No Data,(510) 581-6617,No Data,09/01/1997,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-9,N,N,N,No Data,37.699926,-122.06124,Susan,Shih,02/09/2023,N
1611506090393,0607800,09342,Active,Alameda,Castro Valley Unified,Independent Elementary,21201 Independent School Road,21201 Independent School Rd.,Castro Valley,94552-4826,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 537-9558,No Data,(510) 537-9591,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.699109,-122.04975,Patrick,Hansen-Schmitt,02/09/2023,N
1611506090401,0607800,00746,Active,Alameda,Castro Valley Unified,Marshall Elementary,20111 Marshall Street,20111 Marshall St.,Castro Valley,94546-4656,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 537-2431,No Data,(510) 247-9826,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.697794,-122.06573,Mistee,Guzman,08/21/2024,N
1611506090419,0607800,00747,Active,Alameda,Castro Valley Unified,Palomares Elementary,6395 Palo Verde Road,6395 Palo Verde Rd.,Castro Valley,94552-9708,CA,PO Box 2146,PO Box 2146,Castro Valley,94546,CA,(510) 582-4207,No Data,(510) 582-3948,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,37.695582,-122.02480,Jennifer,Tomita,02/09/2023,N
1611506090427,0607800,No Data,Closed,Alameda,Castro Valley Unified,Parsons Elementary,17570 Almond Road,17570 Almond Rd.,Castro Valley,94546,CA,17570 Almond Road,17570 Almond Rd.,Castro Valley,94546,CA,No Data,No Data,No Data,No Data,07/01/1980,06/30/1989,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,06/24/1999,No Data
